code,title,sense,original
11-9051,director,director.n.01,director
11-9051,food service manager,food.n.03 servicing.n.01 director.n.01,food_service_managers
11-9051,banquet director,banquet.n.02 film_director.n.01,banquet_director
11-9051,cafeterium director,cafeteria.n.01 film_director.n.01,cafeteria_director
11-9051,food service director,food.n.03 servicing.n.01 film_director.n.01,food_service_director
11-9051,restaurant general manager,restaurant.n.01 general.s.05 director.n.01,restaurant_general_manager
11-9051,manageres,manageress.n.01,manageress
11-9051,district manager,district_manager.n.01,district_manager
11-9051,bank manager,bank_manager.n.01,bank_manager
11-9051,operator,operator.n.05,operator
11-9051,managing director,director.n.01,managing_director
11-9071,district manager,district_manager.n.01,district_manager
11-9071,manageres,manageress.n.01,manageress
11-9071,bank manager,bank_manager.n.01,bank_manager
11-9071,gambling manager,gambling.n.01 director.n.01,gambling_manager
11-9071,bingo manager,lotto.n.01 director.n.01,bingo_manager
11-9071,casino manager,casino.n.02 director.n.01,casino_manager
11-9071,gambling director,gamble.v.02 film_director.n.01,gambling_director
11-9071,slot operation director,time_slot.n.01 process.n.02 film_director.n.01,slot_operations_director
11-9071,slot manager,time_slot.n.01 director.n.01,slots_manager
11-9071,table game manager,table.n.05 plot.n.01 director.n.01,table_games_manager
11-9071,director,director.n.01,director
11-9071,managing director,director.n.01,managing_director
11-9071,gambling manager,gambling.n.01 director.n.01,gambling_managers
11-9072,marina club manager,marina.n.01 golf_club.n.02 director.n.01,marina_club_manager
11-9072,manageres,manageress.n.01,manageress
11-9072,golf club manager,golf.n.01 golf_club.n.02 director.n.01,golf_club_manager
11-9072,bank manager,bank_manager.n.01,bank_manager
11-9072,fitnes club manager,seaworthiness.n.01 golf_club.n.02 director.n.01,fitness_club_manager
11-9072,boat club manager,gravy_boat.n.01 golf_club.n.02 director.n.01,boat_club_manager
11-9072,skating rink manager,skate.v.01 rink.n.01 director.n.01,skating_rink_manager
11-9072,"entertainment and recreation manager , except gambling",entertainment.n.01 diversion.n.01 director.n.01 exclude.v.01 gamble.v.02,"entertainment_and_recreation_managers,_except_gambling"
11-9072,ski resort manager,ski.v.01 resort.n.01 director.n.01,ski_resort_manager
11-9072,tenni club manager,tennis.n.01 golf_club.n.02 director.n.01,tennis_club_manager
11-9072,theme park manager,theme.n.03 parking_lot.n.01 director.n.01,theme_park_manager
11-9072,director,director.n.01,director
11-9072,managing director,director.n.01,managing_director
11-9072,district manager,district_manager.n.01,district_manager
11-9072,amusement park manager,entertainment.n.01 parking_lot.n.01 director.n.01,amusement_park_manager
11-9081,innkeeper,host.n.08,innkeeper
11-9081,hotel manager,hotelier.n.01,hotel_manager
11-9081,hotelkeeper,hotelier.n.01,hotelkeeper
11-9081,hotelier,hotelier.n.01,hotelier
11-9081,hotelman,hotelier.n.01,hotelman
11-9081,boardinghouse keeper,boarding_house.n.01 keeper.n.01,boardinghouse_keeper
11-9081,bed and breakfast innkeeper,seam.n.03 breakfast.n.01 host.n.08,bed_and_breakfast_innkeeper
11-9081,lodging manager,lodgment.n.02 director.n.01,lodging_managers
11-9081,hotel operation manager,hotel.n.01 process.n.02 director.n.01,hotel_operations_manager
11-9081,hotel director,hotel.n.01 film_director.n.01,hotel_director
11-9081,district manager,district_manager.n.01,district_manager
11-9081,director,director.n.01,director
11-9081,prison guard,prison_guard.n.01,prison_guard
11-9081,jailer,prison_guard.n.01,jailer
11-9081,jailor,prison_guard.n.01,jailor
11-9081,nursemaid,nanny.n.01,nursemaid
11-9081,nanny,nanny.n.01,nanny
11-9081,nurse,nanny.n.01,nurse
11-9081,sitter,babysitter.n.01,sitter
11-9081,lodging facility manager,lodge.v.04 facility.n.05 director.n.01,lodging_facilities_manager
11-9081,baby - sitter,babysitter.n.01,baby-sitter
11-9081,minder,babyminder.n.01,minder
11-9081,babyminder,babyminder.n.01,babyminder
11-9081,baby farmer,baby_farmer.n.01,baby_farmer
11-9081,manageres,manageress.n.01,manageress
11-9081,bank manager,bank_manager.n.01,bank_manager
11-9081,keeper,keeper.n.01,keeper
11-9081,managing director,director.n.01,managing_director
11-9081,baby minder,babyminder.n.01,baby_minder
11-9081,victualler,victualer.n.01,victualler
11-9111,healthcare manager,healthcare.n.01 director.n.01,healthcare_manager
11-9111,commissioner,commissioner.n.01,commissioner
11-9111,wellnes manager,health.n.01 director.n.01,wellness_manager
11-9111,wellnes director,health.n.01 film_director.n.01,wellness_director
11-9111,speech and hearing therapy director,speech.n.04 listening.n.01 therapy.n.01 film_director.n.01,speech_and_hearing_therapy_director
11-9111,respiratory therapy director,respiratory.a.01 therapy.n.01 film_director.n.01,respiratory_therapy_director
11-9111,public health administrator,public.s.02 health.n.02 administrator.n.03,public_health_administrator
11-9111,occupational therapy director,occupational.a.01 therapy.n.01 film_director.n.01,occupational_therapy_director
11-9111,coordinator,coordinator.n.01,coordinator
11-9111,nursing service director,nursing.n.03 servicing.n.01 film_director.n.01,nursing_service_director
11-9111,mental health program manager,mental.s.05 health.n.02 program.n.08 director.n.01,mental_health_program_manager
11-9111,medical record administrator,medical.a.02 record.n.07 administrator.n.03,medical_records_administrator
11-9111,medical director,medical.a.02 film_director.n.01,medical_director
11-9111,medical and health information manager,medical.a.02 health.n.02 information.n.05 director.n.01,medical_and_health_information_manager
11-9111,hospital director,hospital.n.02 film_director.n.01,hospital_director
11-9111,hospital administrator,hospital.n.02 administrator.n.03,hospital_administrator
11-9111,nursing home manager,nursing.n.03 home_plate.n.01 director.n.01,nursing_home_manager
11-9111,director,director.n.01,director
11-9111,managing director,director.n.01,managing_director
11-9111,administrator,administrator.n.03,administrator
11-9111,detective,detective.n.01,detective
11-9111,polouse constable,constable.n.03,police_constable
11-9111,captain,captain.n.03,captain
11-9111,polouse chief,captain.n.03,police_chief
11-9111,polouse captain,captain.n.03,police_captain
11-9111,cop,bull.n.05,cop
11-9111,triumvir,triumvir.n.01,triumvir
11-9111,director of central intelligence,director_of_central_intelligence.n.01,director_of_central_intelligence
11-9111,tec,detective.n.01,tec
11-9111,manageres,manageress.n.01,manageress
11-9111,district manager,district_manager.n.01,district_manager
11-9111,bank manager,bank_manager.n.01,bank_manager
11-9111,polouse officer,policeman.n.01,police_officer
11-9111,policeman,policeman.n.01,policeman
11-9111,officer,policeman.n.01,officer
11-9111,hospice plan administrator,hospice.n.02 plan.n.03 administrator.n.03,hospice_plan_administrator
11-9111,hospice director,hospice.n.02 film_director.n.01,hospice_director
11-9111,gendarme,gendarme.n.01,gendarme
11-9111,healthcare administrator,healthcare.n.01 administrator.n.03,healthcare_administrator
11-9111,investigator,detective.n.01,investigator
11-9111,state trooper,trooper.n.03,state_trooper
11-9111,trooper,trooper.n.02,trooper
11-9111,traffic cop,traffic_cop.n.01,traffic_cop
11-9111,polouse matron,police_matron.n.01,police_matron
11-9111,policewoman,police_matron.n.01,policewoman
11-9111,mountie,mountie.n.01,mountie
11-9111,motorcycle policeman,motorcycle_cop.n.01,motorcycle_policeman
11-9111,speed cop,motorcycle_cop.n.01,speed_cop
11-9111,trooper,trooper.n.03,trooper
11-9111,medical and health service manager,medical.a.02 health.n.02 servicing.n.01 director.n.01,medical_and_health_services_managers
11-9111,inspector,inspector.n.01,inspector
11-9111,health service director,health.n.02 servicing.n.01 film_director.n.01,health_services_director
11-9111,health service administrator,health.n.02 servicing.n.01 administrator.n.03,health_services_administrator
11-9111,health information service manager,health.n.02 information.n.05 servicing.n.01 director.n.01,health_information_services_manager
11-9111,polouse detective,detective.n.01,police_detective
11-9111,clinical service director,clinical.s.02 servicing.n.01 film_director.n.01,clinical_services_director
11-9111,clinic director,clinic.n.03 film_director.n.01,clinic_director
11-9111,chief medical information officer,chief.s.01 medical.a.02 information.n.05 policeman.n.01,chief_medical_information_officer
11-9111,emergency medical service coordinator,hand_brake.n.01 medical.a.02 servicing.n.01 coordinator.n.01,emergency_medical_service_coordinator
11-9121,triumvir,triumvir.n.01,triumvir
11-9121,director of central intelligence,director_of_central_intelligence.n.01,director_of_central_intelligence
11-9121,commissioner,commissioner.n.01,commissioner
11-9121,manageres,manageress.n.01,manageress
11-9121,district manager,district_manager.n.01,district_manager
11-9121,bank manager,bank_manager.n.01,bank_manager
11-9121,administrator,administrator.n.03,administrator
11-9121,geophysical manager,geophysical.a.01 director.n.01,geophysical_manager
11-9121,director,director.n.01,director
11-9121,geochemical manager,director.n.01,geochemical_manager
11-9121,agricultural research director,agricultural.a.01 research.n.01 film_director.n.01,agricultural_research_director
11-9121,natural science manager,natural.a.01 skill.n.02 director.n.01,natural_sciences_managers
11-9121,ocean program administrator,ocean.n.02 program.n.08 administrator.n.03,ocean_program_administrator
11-9121,managing director,director.n.01,managing_director
11-9131,supervisor,supervisory_program.n.01,supervisor
11-9131,supervisory program,supervisory_program.n.01,supervisory_program
11-9131,postmaster and mail superintendent,postmaster.n.01 mail.n.04 superintendent.n.02,postmasters_and_mail_superintendents
11-9131,postal supervisor,postal.a.01 supervisory_program.n.01,postal_supervisor
11-9131,postmaster,postmaster.n.01,postmaster
11-9141,"property , real estate , and community association manager",property.n.01 real.s.08 estate.n.01 residential_district.n.01 association.n.08 director.n.01,"property,_real_estate,_and_community_association_managers"
11-9141,apartment manager,apartment.n.01 director.n.01,apartment_manager
11-9141,building rental manager,build_up.v.02 rental.a.02 director.n.01,building_rental_manager
11-9141,community association manager,residential_district.n.01 association.n.08 director.n.01,community_association_manager
11-9141,manageres,manageress.n.01,manageress
11-9141,district manager,district_manager.n.01,district_manager
11-9141,managing director,director.n.01,managing_director
11-9141,bank manager,bank_manager.n.01,bank_manager
11-9141,condominium association manager,condominium.n.02 association.n.08 director.n.01,condominium_association_manager
11-9141,land acquisition manager,state.n.04 skill.n.01 director.n.01,land_acquisition_manager
11-9141,leasing property manager,rent.v.04 property.n.01 director.n.01,leasing_property_manager
11-9141,director,director.n.01,director
11-9141,property manager,property.n.05 director.n.01,property_manager
11-9151,community service director,residential_district.n.01 servicing.n.01 film_director.n.01,community_service_director
11-9151,child welfare director,child.n.04 wellbeing.n.01 film_director.n.01,child_welfare_director
11-9151,family service center director,syndicate.n.01 servicing.n.01 plaza.n.02 film_director.n.01,family_service_center_director
11-9151,neighborhood service center director,vicinity.n.01 servicing.n.01 plaza.n.02 film_director.n.01,neighborhood_service_center_director
11-9151,social service director,social.s.04 servicing.n.01 film_director.n.01,social_service_director
11-9151,youth program director,youth.n.06 program.n.08 film_director.n.01,youth_program_director
11-9151,director,director.n.01,director
11-9151,managing director,director.n.01,managing_director
11-9151,bank manager,bank_manager.n.01,bank_manager
11-9151,district manager,district_manager.n.01,district_manager
11-9151,manageres,manageress.n.01,manageress
11-9151,social service director,social.s.04 servicing.n.01 film_director.n.01,social_services_director
11-9151,social and community service manager,social.a.02 residential_district.n.01 servicing.n.01 director.n.01,social_and_community_service_managers
11-9161,disaster response director,disaster.n.03 response.n.07 film_director.n.01,disaster_response_director
